"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2013-01-28","2013","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"2013-01-29","2013","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"2013-01-30","2013","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"2013-01-31","2013","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-01","2013","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-02","2013","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-03","2013","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-04","2013","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-05","2013","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-06","2013","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-07","2013","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-08","2013","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-09","2013","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-10","2013","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-11","2013","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-12","2013","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-13","2013","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-14","2013","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-15","2013","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-16","2013","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-17","2013","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-18","2013","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-19","2013","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-20","2013","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-21","2013","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-22","2013","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-23","2013","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-24","2013","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-25","2013","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-26","2013","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-27","2013","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-28","2013","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-01","2013","03","01","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-02","2013","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-03","2013","03","03","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-04","2013","03","04","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-05","2013","03","05","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-06","2013","03","06","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-07","2013","03","07","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-08","2013","03","08","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-09","2013","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-10","2013","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-11","2013","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-12","2013","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-13","2013","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-14","2013","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-15","2013","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-16","2013","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-17","2013","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-18","2013","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-19","2013","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-20","2013","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-21","2013","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-22","2013","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-23","2013","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-24","2013","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-25","2013","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-26","2013","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-27","2013","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-28","2013","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-29","2013","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-30","2013","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-31","2013","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-01","2013","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-02","2013","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-03","2013","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-04","2013","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-05","2013","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-06","2013","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-07","2013","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-08","2013","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-09","2013","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-10","2013","04","10","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-11","2013","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-12","2013","04","12","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-13","2013","04","13","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-14","2013","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-15","2013","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-16","2013","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-17","2013","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-18","2013","04","18","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-19","2013","04","19","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-20","2013","04","20","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-21","2013","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-22","2013","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-23","2013","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-24","2013","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-25","2013","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-26","2013","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-27","2013","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-28","2013","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-29","2013","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-30","2013","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-01","2013","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-02","2013","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-03","2013","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-04","2013","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-05","2013","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-06","2013","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-07","2013","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-08","2013","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-09","2013","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-10","2013","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-11","2013","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-12","2013","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-13","2013","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-14","2013","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-15","2013","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-16","2013","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-17","2013","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-18","2013","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-19","2013","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-20","2013","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-21","2013","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-22","2013","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-23","2013","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-24","2013","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-25","2013","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-26","2013","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-27","2013","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-28","2013","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-29","2013","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-30","2013","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-31","2013","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-01","2013","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-02","2013","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-03","2013","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-04","2013","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-05","2013","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-06","2013","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-07","2013","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-08","2013","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-09","2013","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-10","2013","06","10","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-11","2013","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-12","2013","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-13","2013","06","13","","19.3","","8.9","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","20","","33",""
"2013-06-14","2013","06","14","","18.3","","11.5","","14.9","","3.1","","0.0","","0.4","","0.0","","0.4","","","","12","","35",""
"2013-06-15","2013","06","15","","19.9","","7.8","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-06-16","2013","06","16","","22.4","","13.2","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","20","","39",""
"2013-06-17","2013","06","17","","22.8","","14.1","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","21","","44",""
"2013-06-18","2013","06","18","","19.9","","13.0","","16.5","","1.5","","0.0","","0.4","","0.0","","0.4","","","","22","","35",""
"2013-06-19","2013","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-20","2013","06","20","","15.9","","12.5","","14.2","","3.8","","0.0","","13.4","","0.0","","13.4","","","","29","","39",""
"2013-06-21","2013","06","21","","20.0","","11.8","","15.9","","2.1","","0.0","","0.4","","0.0","","0.4","","","","21","","33",""
"2013-06-22","2013","06","22","","22.0","","13.8","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-06-23","2013","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-24","2013","06","24","","18.0","","14.4","","16.2","","1.8","","0.0","","14.6","","0.0","","14.6","","","","18","","35",""
"2013-06-25","2013","06","25","","19.7","","13.6","","16.7","","1.3","","0.0","","3.2","","0.0","","3.2","","","","14","","39",""
"2013-06-26","2013","06","26","","20.6","","13.9","","17.3","","0.7","","0.0","","3.8","","0.0","","3.8","","","","13","","41",""
"2013-06-27","2013","06","27","","20.1","","15.4","","17.8","","0.2","","0.0","","5.6","","0.0","","5.6","","","","8","","32",""
"2013-06-28","2013","06","28","","20.4","","15.2","","17.8","","0.2","","0.0","","","M","0.0","","","M","","","","","<31",""
"2013-06-29","2013","06","29","","24.4","","16.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-06-30","2013","06","30","","31.2","","15.2","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-01","2013","07","01","","28.0","","17.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","","","21","","37",""
"2013-07-02","2013","07","02","","25.6","","15.4","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","13","","32",""
"2013-07-03","2013","07","03","","22.1","","14.9","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","30","","37",""
"2013-07-04","2013","07","04","","20.6","","13.1","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","20","","37",""
"2013-07-05","2013","07","05","","21.4","","12.7","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","31","","33",""
"2013-07-06","2013","07","06","","22.3","","13.9","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","31","","41",""
"2013-07-07","2013","07","07","","21.0","","13.9","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"2013-07-08","2013","07","08","","21.3","","13.7","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-09","2013","07","09","","24.0","","14.2","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-10","2013","07","10","","23.4","","14.1","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","21","","37",""
"2013-07-11","2013","07","11","","19.8","","13.1","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","24","","39",""
"2013-07-12","2013","07","12","","20.5","","11.4","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","20","","32",""
"2013-07-13","2013","07","13","","21.1","","11.6","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","22","","32",""
"2013-07-14","2013","07","14","","22.8","","11.8","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","29","","41",""
"2013-07-15","2013","07","15","","23.8","","15.6","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","29","","41",""
"2013-07-16","2013","07","16","","24.0","","13.8","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","30","","37",""
"2013-07-17","2013","07","17","","23.7","","17.0","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","15","","48",""
"2013-07-18","2013","07","18","","22.2","","14.6","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-19","2013","07","19","","22.1","","14.4","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-20","2013","07","20","","23.1","","13.9","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","21","","39",""
"2013-07-21","2013","07","21","","21.4","","12.4","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","21","","33",""
"2013-07-22","2013","07","22","","22.9","","13.6","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","22","","33",""
"2013-07-23","2013","07","23","","23.7","","14.1","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","21","","32",""
"2013-07-24","2013","07","24","","23.8","","14.0","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-25","2013","07","25","","23.5","","12.8","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-26","2013","07","26","","22.2","","14.1","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","29","","48",""
"2013-07-27","2013","07","27","","21.1","","15.3","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","30","","50",""
"2013-07-28","2013","07","28","","20.9","","13.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","30","","33",""
"2013-07-29","2013","07","29","","22.1","","13.6","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","20","","35",""
"2013-07-30","2013","07","30","","23.0","","14.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","20","","37",""
"2013-07-31","2013","07","31","","23.8","","14.5","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","20","","35",""
"2013-08-01","2013","08","01","","21.5","","14.2","","17.9","","0.1","","0.0","","0.6","","0.0","","0.6","","","","13","","33",""
"2013-08-02","2013","08","02","","18.4","","14.5","","16.5","","1.5","","0.0","","5.6","","0.0","","5.6","","","","11","","33",""
"2013-08-03","2013","08","03","","22.0","","15.3","","18.7","","0.0","","0.7","","0.8","","0.0","","0.8","","","","","","<31",""
"2013-08-04","2013","08","04","","22.9","","14.5","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-05","2013","08","05","","23.4","","14.2","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-06","2013","08","06","","23.8","","13.6","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-07","2013","08","07","","24.8","","14.4","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","21","","33",""
"2013-08-08","2013","08","08","","24.1","","14.2","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","21","","41",""
"2013-08-09","2013","08","09","","24.1","","13.7","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-10","2013","08","10","","24.8","","15.1","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","11","","35",""
"2013-08-11","2013","08","11","","21.6","","14.6","","18.1","","0.0","","0.1","","2.0","","0.0","","2.0","","","","14","","37",""
"2013-08-12","2013","08","12","","23.3","","14.2","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","20","","39",""
"2013-08-13","2013","08","13","","23.1","","14.0","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","20","","39",""
"2013-08-14","2013","08","14","","24.2","","14.8","","19.5","","0.0","","1.5","","0.6","","0.0","","0.6","","","","8","","32",""
"2013-08-15","2013","08","15","","22.0","","17.0","","19.5","","0.0","","1.5","","1.0","","0.0","","1.0","","","","11","","32",""
"2013-08-16","2013","08","16","","24.0","","15.3","","19.7","","0.0","","1.7","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2013-08-17","2013","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"2013-08-18","2013","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"2013-08-19","2013","08","19","","22.6","","13.6","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-20","2013","08","20","","21.7","","12.6","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-21","2013","08","21","","22.6","","11.8","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","31","","33",""
"2013-08-22","2013","08","22","","24.2","","11.7","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-23","2013","08","23","","22.7","","14.4","","18.6","","0.0","","0.6","","1.6","","0.0","","1.6","","","","12","","44",""
"2013-08-24","2013","08","24","","21.6","","14.9","","18.3","","0.0","","0.3","","1.4","","0.0","","1.4","","","","","","<31",""
"2013-08-25","2013","08","25","","22.5","","12.9","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-08-26","2013","08","26","","23.2","","14.5","","18.9","","0.0","","0.9","","0.0","T","0.0","","0.0","T","","","12","","39",""
"2013-08-27","2013","08","27","","22.3","","15.9","","19.1","","0.0","","1.1","","6.8","","0.0","","6.8","","","","28","","56",""
"2013-08-28","2013","08","28","","22.3","","15.9","","19.1","","0.0","","1.1","","5.4","","0.0","","5.4","","","","31","","35",""
"2013-08-29","2013","08","29","","21.0","","17.6","","19.3","","0.0","","1.3","","19.2","","0.0","","19.2","","","","14","","41",""
"2013-08-30","2013","08","30","","22.2","","14.7","","18.5","","0.0","","0.5","","12.0","","0.0","","12.0","","","","25","","67",""
"2013-08-31","2013","08","31","","19.8","","11.7","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-01","2013","09","01","","22.5","","14.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-02","2013","09","02","","22.0","","15.9","","19.0","","0.0","","1.0","","1.0","","0.0","","1.0","","","","","","<31",""
"2013-09-03","2013","09","03","","21.3","","14.6","","18.0","","0.0","","0.0","","10.0","","0.0","","10.0","","","","21","","35",""
"2013-09-04","2013","09","04","","19.6","","13.5","","16.6","","1.4","","0.0","","0.0","T","0.0","","0.0","T","","","27","","33",""
"2013-09-05","2013","09","05","","18.1","","13.3","","15.7","","2.3","","0.0","","3.4","","0.0","","3.4","","","","27","","37",""
"2013-09-06","2013","09","06","","20.2","","15.1","","17.7","","0.3","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"2013-09-07","2013","09","07","","21.1","","16.0","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","21","","33",""
"2013-09-08","2013","09","08","","20.3","","13.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-09","2013","09","09","","21.1","","12.7","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-10","2013","09","10","","21.2","","13.8","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-11","2013","09","11","","24.1","","13.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-12","2013","09","12","","23.6","","14.7","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","21","","33",""
"2013-09-13","2013","09","13","","20.8","","14.0","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-14","2013","09","14","","17.4","","14.6","","16.0","","2.0","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2013-09-15","2013","09","15","","17.1","","14.8","","16.0","","2.0","","0.0","","7.6","","0.0","","7.6","","","","3","","39",""
"2013-09-16","2013","09","16","","18.0","","13.7","","15.9","","2.1","","0.0","","24.8","","0.0","","24.8","","","","","","<31",""
"2013-09-17","2013","09","17","","18.3","","12.4","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","20","","32",""
"2013-09-18","2013","09","18","","19.3","","11.2","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","21","","33",""
"2013-09-19","2013","09","19","","20.1","","12.2","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-09-20","2013","09","20","","20.1","","11.8","","16.0","","2.0","","0.0","","6.6","","0.0","","6.6","","","","","","<31",""
"2013-09-21","2013","09","21","","19.0","","12.3","","15.7","","2.3","","0.0","","5.8","","0.0","","5.8","","","","22","","33",""
